Rk,Player,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
1,Che Adams,FW,sct Scotland,27,1996,2.3,51,0,4,27,21,6,51,1,0,0.0,1,100.0,34,211,84,3,3,0,7,4,36,10,Matches
2,Michel Aebischer,DF,ch Switzerland,27,1997,5.3,288,11,57,126,108,3,288,6,1,16.7,3,50.0,178,671,271,4,8,1,5,1,197,18,Matches
3,Arlind Ajeti,DF,al Albania,30,1993,3.0,135,30,84,50,2,1,135,1,1,100.0,0,0.0,76,271,121,1,1,0,0,0,89,0,Matches
4,Manuel Akanji,DF,ch Switzerland,28,1995,5.3,365,70,177,182,7,1,365,0,0,,0,,234,1338,821,2,4,0,1,0,238,1,Matches
5,Samet Akaydın,DF,tr Türkiye,29,1994,3.7,248,27,110,135,4,2,248,0,0,,0,,139,861,461,1,1,0,2,1,168,0,Matches
6,Nathan Aké,DF,nl Netherlands,28,1995,5.2,310,17,93,168,52,9,310,1,1,100.0,0,0.0,183,940,572,7,11,0,0,2,205,11,Matches
7,Yunus Akgün,FW,tr Türkiye,23,2000,0.8,27,0,2,12,13,1,27,4,1,25.0,3,75.0,20,111,48,3,2,0,2,0,22,5,Matches
8,Kerem Aktürkoğlu,"FW,MF",tr Türkiye,25,1998,1.2,60,3,16,19,27,12,60,8,3,37.5,5,62.5,33,339,217,7,3,3,1,0,34,11,Matches
9,Trent Alexander-Arnold,"MF,DF",eng England,25,1998,1.5,121,6,25,66,32,3,121,4,0,0.0,2,50.0,73,349,213,5,3,2,2,1,93,5,Matches
10,Denis Alibec,FW,ro Romania,33,1991,0.3,7,0,0,3,4,1,7,0,0,,0,,6,12,8,0,0,0,2,1,8,2,Matches
11,Barış Alper Yılmaz,FW,tr Türkiye,23,2000,5.0,140,1,13,54,74,13,140,17,8,47.1,7,41.2,85,690,371,14,8,6,8,9,113,36,Matches
12,Sandro Altunashvili,MF,ge Georgia,26,1997,0.6,22,1,6,12,4,0,22,1,0,0.0,1,100.0,10,47,20,1,0,0,1,0,13,0,Matches
13,Zeki Amdouni,"MF,FW",ch Switzerland,23,2000,0.6,27,1,4,14,10,3,27,4,1,25.0,3,75.0,23,159,89,3,0,1,3,3,23,6,Matches
14,Joachim Andersen,DF,dk Denmark,27,1996,4.0,329,12,112,189,28,7,329,1,0,0.0,1,100.0,226,932,540,7,3,1,1,1,246,1,Matches
15,Robert Andrich,MF,de Germany,29,1994,3.5,272,17,52,169,51,2,272,0,0,,0,,153,715,283,1,5,0,2,2,197,3,Matches
16,Waldemar Anton,DF,de Germany,27,1996,0.4,28,5,18,7,3,1,28,0,0,,0,,14,73,40,0,0,0,0,0,17,0,Matches
17,Stuart Armstrong,MF,sct Scotland,31,1992,0.2,15,0,4,3,8,2,15,1,1,100.0,0,0.0,8,63,25,1,0,0,2,1,9,1,Matches
18,Marko Arnautović,FW,at Austria,34,1989,3.1,69,2,4,21,45,8,68,1,1,100.0,0,0.0,47,201,72,1,3,0,5,3,52,16,Matches
19,Jasir Asani,FW,al Albania,28,1995,2.3,63,3,17,28,20,2,63,8,2,25.0,5,62.5,44,328,183,4,1,0,4,1,41,9,Matches
20,Kristjan Asllani,MF,al Albania,21,2002,3.0,211,9,56,112,44,1,211,3,2,66.7,1,33.3,129,515,280,3,1,0,3,0,156,3,Matches
21,Kaan Ayhan,"MF,DF",tr Türkiye,29,1994,4.0,225,24,77,114,34,3,225,1,1,100.0,0,0.0,113,605,318,1,2,0,3,1,157,4,Matches
22,Alex Baena,"MF,FW",es Spain,22,2001,0.3,16,0,6,7,3,0,16,1,0,0.0,1,100.0,9,48,30,1,1,0,1,1,13,4,Matches
23,Alexander Bah,"DF,MF",dk Denmark,26,1997,3.1,184,6,37,91,56,5,184,1,1,100.0,0,0.0,115,398,168,5,2,1,2,1,118,9,Matches
24,Nedim Bajrami,"FW,MF",al Albania,24,1999,2.7,100,0,18,60,25,4,100,7,2,28.6,5,71.4,72,521,180,7,6,2,3,3,76,14,Matches
25,Johan Bakayoko,"FW,DF",be Belgium,20,2003,0.5,27,1,10,3,14,2,27,0,0,,0,,16,71,36,0,0,0,0,0,17,1,Matches
26,Jure Balkovec,DF,si Slovenia,29,1994,1.3,59,6,25,27,7,0,59,0,0,,0,,8,35,15,0,0,0,1,0,17,0,Matches
27,Iván Balliu,DF,al Albania,32,1992,1.0,49,4,19,25,5,0,49,0,0,,0,,25,102,58,1,0,0,0,0,30,1,Matches
28,Nicușor Bancu,DF,ro Romania,31,1992,3.0,165,13,62,59,44,0,165,3,2,66.7,0,0.0,59,366,255,7,4,0,2,1,82,4,Matches
29,Antonín Barák,MF,cz Czechia,29,1994,0.5,28,0,4,6,18,1,28,2,1,50.0,1,50.0,20,123,17,1,0,1,3,0,21,4,Matches
30,Bradley Barcola,"FW,MF",fr France,21,2002,1.1,54,0,3,15,38,10,54,12,7,58.3,3,25.0,41,423,338,9,3,7,2,1,42,20,Matches
31,Abdülkerim Bardakcı,DF,tr Türkiye,29,1994,4.0,246,35,119,111,17,4,246,1,0,0.0,1,100.0,140,736,453,6,6,0,2,2,172,1,Matches
32,Nicolò Barella,MF,it Italy,26,1997,3.7,286,5,48,184,57,0,286,3,2,66.7,0,0.0,244,1084,483,8,7,0,4,7,242,7,Matches
33,Alessandro Bastoni,DF,it Italy,24,1999,4.0,366,51,138,202,26,3,366,0,0,,0,,285,1348,846,5,9,0,1,0,274,6,Matches
34,Martin Baturina,FW,hr Croatia,20,2003,0.1,5,1,1,2,3,1,5,3,3,100.0,0,0.0,3,24,15,1,0,1,0,0,2,0,Matches
35,Christoph Baumgartner,"MF,FW",at Austria,24,1999,3.2,160,2,18,59,85,22,160,16,8,50.0,7,43.8,108,739,448,17,13,7,9,6,114,17,Matches
36,Altay Bayındır,GK,tr Türkiye,25,1998,1.0,36,31,36,0,0,0,36,0,0,,0,,29,190,105,0,0,0,0,0,23,0,Matches
37,Jan Bednarek,DF,pl Poland,27,1996,3.0,135,26,88,45,2,1,135,1,1,100.0,0,0.0,52,256,139,0,0,0,0,0,70,0,Matches
38,Maximilian Beier,FW,de Germany,21,2002,0.3,9,0,1,2,6,2,9,1,1,100.0,0,0.0,4,11,1,0,0,0,2,1,7,3,Matches
39,Jude Bellingham,"MF,FW",eng England,20,2003,7.4,442,9,48,233,171,34,442,36,17,47.2,15,41.7,299,1887,918,26,21,9,12,10,366,36,Matches
40,László Bénes,MF,sk Slovakia,26,1997,0.8,57,1,5,23,29,2,57,0,0,,0,,41,116,41,0,2,0,1,0,40,8,Matches
41,Bartosz Bereszyński,DF,pl Poland,31,1992,0.1,2,0,0,1,1,0,2,0,0,,0,,2,29,24,0,0,0,0,0,2,0,Matches
42,Steven Bergwijn,FW,nl Netherlands,26,1997,1.0,56,0,3,18,37,0,56,4,2,50.0,0,0.0,41,262,157,7,7,0,0,0,44,4,Matches
43,Medon Berisha,MF,al Albania,20,2003,0.2,13,0,2,7,4,0,13,1,1,100.0,0,0.0,8,14,5,0,0,0,0,0,10,1,Matches
44,Victor Bernth Kristiansen,"DF,MF",dk Denmark,21,2002,1.7,105,3,20,40,45,4,105,1,1,100.0,0,0.0,71,368,169,5,3,0,2,1,75,18,Matches
45,Matúš Bero,"MF,DF",sk Slovakia,28,1995,0.5,31,0,5,10,16,2,31,0,0,,0,,16,66,37,1,1,0,0,1,17,6,Matches
46,Jaka Bijol,DF,si Slovenia,24,1999,4.3,202,60,127,72,4,4,202,0,0,,0,,86,378,169,0,1,0,1,1,99,0,Matches
47,Veljko Birmančević,DF,rs Serbia,25,1998,0.3,21,0,1,5,15,1,21,2,1,50.0,1,50.0,13,97,58,3,2,1,1,0,12,7,Matches
48,Daley Blind,FW,nl Netherlands,33,1990,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
49,Bendegúz Bolla,DF,hu Hungary,24,1999,2.3,91,7,27,29,36,2,91,4,0,0.0,4,100.0,54,334,153,2,1,0,2,0,52,13,Matches
50,Endre Botka,DF,hu Hungary,29,1994,1.0,56,3,21,29,7,0,56,1,0,0.0,1,100.0,24,107,46,0,1,0,0,0,22,0,Matches
51,Jarrod Bowen,FW,eng England,27,1996,0.4,23,1,5,8,10,0,23,2,0,0.0,2,100.0,11,62,15,1,1,0,2,0,13,3,Matches
52,Róbert Boženík,FW,sk Slovakia,24,1999,2.3,62,3,5,35,23,6,62,1,0,0.0,1,100.0,37,130,48,1,2,0,8,6,41,10,Matches
53,Volodymyr Brazhko,MF,ua Ukraine,22,2002,2.0,103,9,45,49,11,0,103,1,1,100.0,0,0.0,61,182,75,0,2,0,0,1,71,1,Matches
54,David Brekalo,MF,si Slovenia,25,1998,0.0,3,1,3,0,0,0,3,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
55,Brian Brobbey,FW,nl Netherlands,21,2002,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
56,Armando Broja,FW,al Albania,22,2001,1.2,29,1,3,13,14,2,29,7,3,42.9,4,57.1,19,142,59,2,3,0,1,3,25,4,Matches
57,Marcelo Brozović,MF,hr Croatia,31,1992,2.5,207,8,46,131,30,1,207,1,1,100.0,0,0.0,126,594,258,2,4,0,1,0,169,6,Matches
58,Jacob Bruun Larsen,FW,dk Denmark,25,1998,0.1,6,0,0,2,4,0,6,0,0,,0,,7,35,22,1,0,0,0,1,7,4,Matches
59,Ante Budimir,FW,hr Croatia,32,1991,1.4,36,3,3,12,21,12,36,2,1,50.0,1,50.0,12,35,8,1,0,0,4,1,22,5,Matches
60,Adam Buksa,FW,pl Poland,27,1996,1.7,30,3,6,11,13,4,30,2,0,0.0,2,100.0,13,62,22,1,0,1,3,1,19,6,Matches
61,Andrei Burcă,DF,ro Romania,30,1993,4.0,180,31,98,73,9,2,180,0,0,,0,,103,451,214,2,1,0,2,3,114,1,Matches
62,Riccardo Calafiori,DF,it Italy,21,2002,3.0,257,21,83,143,31,3,257,2,2,100.0,0,0.0,213,1077,589,7,8,0,0,3,204,1,Matches
63,Hakan Çalhanoğlu,MF,tr Türkiye,29,1994,3.9,288,11,49,160,82,5,288,2,1,50.0,1,50.0,158,858,344,5,3,1,3,3,217,12,Matches
64,Eduardo Camavinga,MF,fr France,21,2002,1.9,114,7,17,64,33,4,114,0,0,,0,,74,335,140,2,3,0,0,2,78,5,Matches
65,Andrea Cambiaso,"FW,DF",it Italy,23,2000,0.8,54,2,15,20,19,3,54,1,1,100.0,0,0.0,40,191,80,1,0,0,1,0,40,7,Matches
66,Emre Can,MF,de Germany,30,1994,1.1,88,5,18,43,27,1,88,0,0,,0,,49,206,93,1,2,0,3,1,68,1,Matches
67,João Cancelo,"DF,MF",pt Portugal,29,1994,3.8,296,10,66,141,94,9,296,16,10,62.5,5,31.3,185,1036,589,14,9,6,5,5,199,26,Matches
68,Yannick Carrasco,"DF,FW",be Belgium,30,1993,2.4,119,2,19,63,40,9,119,5,2,40.0,2,40.0,83,359,187,5,3,5,1,3,88,12,Matches
69,Dani Carvajal,DF,es Spain,32,1992,5.2,366,17,77,182,110,9,366,5,1,20.0,3,60.0,208,878,383,11,10,1,3,4,249,15,Matches
70,Timothy Castagne,DF,be Belgium,28,1995,4.0,254,17,85,99,72,4,254,1,1,100.0,0,0.0,143,512,282,4,6,0,4,0,160,16,Matches
71,Koen Casteels,GK,be Belgium,31,1992,4.0,150,125,149,1,0,0,150,0,0,,0,,85,355,183,0,0,0,0,0,76,0,Matches
72,Žan Celar,"FW,MF",si Slovenia,24,1999,0.7,23,2,3,13,7,0,23,0,0,,0,,10,48,14,1,1,0,1,2,15,2,Matches
73,Zeki Çelik,"DF,MF",tr Türkiye,26,1997,1.2,61,0,13,22,26,2,61,0,0,,0,,32,133,60,1,0,0,0,2,37,11,Matches
74,Václav Černý,MF,cz Czechia,26,1997,0.6,38,0,4,14,20,2,38,1,1,100.0,0,0.0,22,117,47,1,0,0,0,2,23,2,Matches
75,Giorgi Chakvetadze,"MF,FW",ge Georgia,24,1999,2.7,126,4,38,61,30,4,126,3,2,66.7,1,33.3,71,499,370,8,4,1,5,5,81,7,Matches
76,Federico Chiesa,"FW,MF",it Italy,26,1997,2.9,138,2,14,46,78,14,138,15,8,53.3,6,40.0,106,768,361,14,2,6,8,4,100,32,Matches
77,Tomáš Chorý,MF,cz Czechia,29,1995,0.4,11,0,0,3,8,5,11,1,1,100.0,0,0.0,8,33,3,0,0,0,2,1,10,1,Matches
78,Andreas Christensen,DF,dk Denmark,27,1996,3.9,261,15,92,160,9,4,261,0,0,,0,,192,728,325,1,1,0,0,0,201,0,Matches
79,Ryan Christie,"MF,FW",sct Scotland,28,1995,1.1,32,0,6,13,14,1,32,2,1,50.0,1,50.0,17,73,13,0,2,0,4,3,19,4,Matches
80,Mojmir Chytil,FW,cz Czechia,24,1999,1.2,29,2,5,11,14,4,29,3,1,33.3,1,33.3,19,77,40,0,0,0,5,0,23,2,Matches
81,Alexandru Cicâldău,MF,ro Romania,26,1997,0.2,10,0,3,5,2,0,10,0,0,,0,,3,10,5,0,0,0,2,0,5,0,Matches
82,Florinel Coman,MF,ro Romania,25,1998,1.3,43,2,12,12,19,3,43,3,2,66.7,1,33.3,20,98,71,3,0,1,3,0,26,4,Matches
83,Kingsley Coman,MF,fr France,27,1996,0.2,10,0,1,0,9,0,10,0,0,,0,,11,73,29,0,0,0,0,1,11,3,Matches
84,Francisco Conceição,"FW,MF",pt Portugal,21,2002,2.0,156,0,7,40,111,14,156,16,7,43.8,7,43.8,124,890,433,15,3,8,5,2,130,34,Matches
85,Diogo Costa,GK,pt Portugal,24,1999,5.7,161,131,161,0,0,0,161,0,0,,0,,101,444,273,0,0,0,0,0,85,0,Matches
86,Vladimír Coufal,"DF,FW",cz Czechia,31,1992,3.0,187,17,52,64,74,3,187,8,0,0.0,7,87.5,82,464,234,10,5,0,2,5,88,12,Matches
87,Bryan Cristante,MF,it Italy,28,1995,1.5,126,4,28,74,24,3,126,1,1,100.0,0,0.0,106,524,254,4,4,1,1,0,105,2,Matches
88,Kevin Csoboth,DF,hu Hungary,23,2000,0.1,14,0,3,8,3,2,14,1,0,0.0,0,0.0,10,68,42,1,0,0,0,0,9,1,Matches
89,Marc Cucurella,DF,es Spain,25,1998,6.1,425,19,90,182,154,7,425,1,0,0.0,1,100.0,247,1139,591,16,15,1,3,1,280,33,Matches
90,Mirlind Daku,FW,al Albania,26,1998,0.1,8,0,0,3,5,3,8,0,0,,0,,6,32,22,1,1,0,1,0,7,2,Matches
91,Diogo Dalot,"DF,MF",pt Portugal,24,1999,1.7,110,4,12,51,49,2,110,4,3,75.0,1,25.0,68,302,176,2,3,0,2,1,82,13,Matches
92,Mikkel Damsgaard,FW,dk Denmark,23,2000,0.4,20,0,4,10,7,1,20,1,0,0.0,1,100.0,13,37,13,0,0,0,0,0,15,2,Matches
93,Kevin Danso,DF,at Austria,25,1998,2.4,191,22,74,95,22,3,191,0,0,,0,,134,742,525,4,5,0,1,0,128,1,Matches
94,Márton Dárdai,DF,hu Hungary,21,2002,1.9,107,11,70,31,6,1,107,1,0,0.0,1,100.0,72,314,128,0,0,0,0,0,73,0,Matches
95,Matteo Darmian,DF,it Italy,34,1989,1.8,122,9,33,61,28,3,122,2,0,0.0,2,100.0,85,260,102,1,1,0,0,0,84,5,Matches
96,Zuriko Davitashvili,"FW,MF",ge Georgia,22,2001,1.3,56,0,7,22,27,6,56,5,0,0.0,5,100.0,33,238,98,3,2,1,3,4,41,11,Matches
97,Paweł Dawidowicz,DF,pl Poland,28,1995,2.0,96,23,70,23,3,1,96,0,0,,0,,48,267,151,0,0,0,0,0,65,0,Matches
98,Kevin De Bruyne,MF,be Belgium,32,1991,4.0,271,3,26,115,132,12,271,13,6,46.2,5,38.5,160,654,402,7,10,2,5,5,187,21,Matches
99,Charles De Ketelaere,FW,be Belgium,22,2001,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
100,Zeno Debast,DF,be Belgium,20,2003,1.2,124,13,61,59,4,1,124,0,0,,0,,85,302,181,0,0,0,1,0,87,0,Matches
101,Thomas Delaney,MF,dk Denmark,32,1991,0.9,43,1,15,21,7,1,43,0,0,,0,,19,61,30,2,0,0,2,1,21,4,Matches
102,Ousmane Dembélé,"FW,MF",fr France,26,1997,4.0,228,2,13,72,147,25,228,32,15,46.9,11,34.4,160,1451,880,32,18,12,8,0,161,46,Matches
103,Merih Demiral,DF,tr Türkiye,25,1998,2.3,140,34,86,44,10,3,140,0,0,,0,,51,271,139,0,0,0,0,1,75,0,Matches
104,Giovanni Di Lorenzo,"DF,FW",it Italy,30,1993,4.0,353,9,84,196,74,5,353,1,1,100.0,0,0.0,259,910,410,4,7,0,3,1,261,9,Matches
105,Rúben Dias,DF,pt Portugal,26,1997,4.7,443,38,160,255,30,4,443,1,1,100.0,0,0.0,316,1633,874,6,6,0,1,1,357,4,Matches
106,Federico Dimarco,"DF,FW",it Italy,26,1997,2.5,145,5,34,56,56,5,145,3,1,33.3,2,66.7,94,413,215,6,3,2,1,4,96,13,Matches
107,Berat Djimsiti,DF,al Albania,30,1993,3.0,171,34,107,58,6,3,171,1,1,100.0,0,0.0,87,286,157,1,0,0,0,0,118,0,Matches
108,Jeremy Doku,"FW,MF",be Belgium,21,2002,3.6,166,2,16,63,90,28,166,36,16,44.4,16,44.4,121,1150,669,30,12,20,10,10,134,31,Matches
109,Kasper Dolberg,FW,dk Denmark,26,1997,0.4,12,0,1,5,7,0,12,0,0,,0,,4,10,0,0,0,0,0,0,9,3,Matches
110,Gianluigi Donnarumma,GK,it Italy,24,1999,4.0,117,102,116,1,0,0,117,0,0,,0,,75,410,177,0,0,0,0,0,57,0,Matches
111,David Doudera,FW,cz Czechia,25,1998,1.0,38,3,23,13,3,0,38,3,2,66.7,1,33.3,24,185,101,3,1,0,3,0,23,1,Matches
112,Artem Dovbyk,FW,ua Ukraine,26,1997,2.7,52,2,3,16,34,16,52,2,2,100.0,0,0.0,33,132,58,2,1,2,6,3,36,12,Matches
113,Denis Drăguș,FW,ro Romania,24,1999,3.2,94,8,21,37,39,9,94,10,6,60.0,2,20.0,46,260,115,2,3,1,8,6,61,13,Matches
114,Radu Drăgușin,DF,ro Romania,21,2002,4.0,157,40,106,48,4,2,157,0,0,,0,,79,440,218,0,1,0,1,0,79,1,Matches
115,Vanja Drkušič,DF,si Slovenia,24,1999,4.3,146,26,83,62,2,1,146,1,1,100.0,0,0.0,67,368,168,0,0,0,0,1,75,1,Matches
116,Kwadwo Duah,FW,ch Switzerland,26,1997,1.2,34,0,1,19,14,5,34,0,0,,0,,17,98,39,1,1,0,5,0,28,5,Matches
117,Martin Dúbravka,GK,sk Slovakia,35,1989,4.3,173,142,171,2,0,0,173,0,0,,0,,108,558,251,0,0,0,0,0,92,0,Matches
118,Ondrej Duda,MF,sk Slovakia,29,1994,3.5,205,8,46,125,35,1,205,3,3,100.0,0,0.0,115,559,148,2,3,0,1,7,145,9,Matches
119,Denzel Dumfries,DF,nl Netherlands,27,1996,5.0,303,10,59,134,110,14,303,7,2,28.6,4,57.1,181,568,231,7,2,3,3,4,204,42,Matches
120,Dávid Ďuriš,"FW,MF",sk Slovakia,24,1999,0.3,4,0,0,1,3,0,4,0,0,,0,,3,25,0,0,1,0,1,1,3,0,Matches
121,Lasha Dvali,DF,ge Georgia,28,1995,4.0,172,33,120,49,3,0,172,1,0,0.0,1,100.0,81,386,204,2,0,0,1,1,105,0,Matches
122,Timi Elšnik,MF,si Slovenia,25,1998,4.0,156,7,41,87,29,6,156,9,3,33.3,5,55.6,73,582,278,12,4,3,2,1,77,3,Matches
123,Breel Embolo,FW,ch Switzerland,26,1997,3.3,90,3,6,39,47,17,90,8,3,37.5,4,50.0,71,349,130,4,2,5,12,14,80,13,Matches
124,Christian Eriksen,"MF,FW",dk Denmark,31,1992,3.9,255,3,20,107,132,15,255,4,2,50.0,1,25.0,156,541,277,5,3,2,6,2,173,14,Matches
125,Eberechi Eze,"DF,MF",eng England,25,1998,1.1,51,2,7,20,24,3,51,6,3,50.0,1,16.7,33,216,101,6,0,2,1,1,36,7,Matches
126,Wout Faes,DF,be Belgium,25,1998,4.0,322,44,168,153,3,0,322,1,1,100.0,0,0.0,210,869,544,3,1,0,1,0,243,0,Matches
127,Nicolò Fagioli,MF,it Italy,22,2001,1.1,111,1,15,63,33,0,111,2,1,50.0,1,50.0,92,495,244,3,9,0,0,2,90,0,Matches
128,João Félix,"MF,FW",pt Portugal,24,1999,1.2,88,0,3,19,66,4,88,6,2,33.3,4,66.7,62,363,150,2,7,0,0,0,76,15,Matches
129,Bruno Fernandes,MF,pt Portugal,29,1994,4.2,337,4,47,171,120,11,337,6,1,16.7,4,66.7,208,1165,672,17,11,5,4,8,252,33,Matches
130,Attila Fiola,DF,hu Hungary,33,1990,2.0,88,11,47,31,10,0,88,1,0,0.0,1,100.0,61,321,135,2,0,0,1,2,59,3,Matches
131,Phil Foden,"FW,MF",eng England,23,2000,6.9,422,4,34,214,178,10,422,17,9,52.9,7,41.2,273,1286,491,7,16,1,14,7,348,44,Matches
132,Youssouf Fofana,MF,fr France,25,1999,0.5,35,1,6,18,11,1,35,0,0,,0,,23,132,63,1,2,0,0,0,28,1,Matches
133,Michael Folorunsho,FW,it Italy,25,1998,0.0,2,0,0,1,1,0,2,0,0,,0,,1,2,0,0,0,0,0,0,1,0,Matches
134,Przemysław Frankowski,DF,pl Poland,28,1995,3.0,152,18,50,67,39,1,152,7,2,28.6,2,28.6,78,530,336,6,6,1,1,3,99,9,Matches
135,Davide Frattesi,MF,it Italy,24,1999,2.1,74,1,13,30,31,11,74,3,1,33.3,2,66.7,60,221,87,2,2,0,3,2,63,13,Matches
136,Remo Freuler,MF,ch Switzerland,31,1992,5.1,276,10,48,164,65,9,276,1,0,0.0,0,0.0,148,607,310,7,5,0,7,3,189,17,Matches
137,Jeremie Frimpong,FW,nl Netherlands,23,2000,1.0,32,0,4,15,15,2,32,1,0,0.0,1,100.0,27,189,95,3,2,2,1,3,27,10,Matches
138,Chris Führich,FW,de Germany,26,1998,0.2,17,0,0,8,10,1,17,1,1,100.0,0,0.0,13,94,38,3,2,1,0,0,13,3,Matches
139,Niclas Füllkrug,FW,de Germany,30,1993,1.8,58,3,4,21,33,14,58,1,0,0.0,1,100.0,29,99,48,2,0,1,6,1,49,12,Matches
140,Mijat Gaćinović,DF,rs Serbia,28,1995,0.5,30,1,7,9,14,2,30,1,0,0.0,1,100.0,17,75,19,0,3,0,1,1,18,4,Matches
141,Cody Gakpo,FW,nl Netherlands,24,1999,5.8,188,3,24,45,122,32,188,16,9,56.3,3,18.8,125,897,611,22,8,11,9,4,133,55,Matches
142,Conor Gallagher,MF,eng England,23,2000,1.3,66,4,11,47,8,0,66,3,1,33.3,1,33.3,37,175,61,0,0,0,1,2,48,1,Matches
143,Dániel Gazdag,MF,hu Hungary,27,1996,0.0,3,1,1,1,1,1,3,0,0,,0,,0,0,0,0,0,0,0,0,1,0,Matches
144,Lutsharel Geertruida,DF,nl Netherlands,23,2000,1.2,90,1,29,50,12,0,90,2,0,0.0,2,100.0,61,239,55,1,1,0,2,0,67,0,Matches
145,Billy Gilmour,MF,sct Scotland,22,2001,2.0,129,3,28,80,21,2,129,5,2,40.0,1,20.0,88,443,180,3,6,0,1,3,97,3,Matches
146,Olivier Giroud,FW,fr France,37,1986,0.7,20,1,1,4,15,8,20,0,0,,0,,6,5,3,0,0,0,2,1,13,5,Matches
147,Klaus Gjasula,MF,al Albania,34,1989,0.2,17,2,5,7,5,1,17,1,0,0.0,1,100.0,4,8,0,0,0,0,1,0,9,0,Matches
148,Adam Gnezda Čerin,MF,si Slovenia,24,1999,4.3,204,13,50,117,41,2,204,2,2,100.0,0,0.0,90,531,248,4,4,0,4,2,117,5,Matches
149,Anthony Gordon,FW,eng England,22,2001,0.0,4,0,0,3,1,0,4,0,0,,0,,3,40,13,0,0,0,1,0,3,1,Matches
150,Jon Gorenc Stanković,MF,si Slovenia,28,1996,1.0,30,5,8,18,4,0,30,0,0,,0,,8,15,9,0,1,0,0,0,15,1,Matches
151,Michael Gregoritsch,FW,at Austria,29,1994,1.4,42,0,0,20,22,8,42,1,0,0.0,1,100.0,30,124,17,0,1,1,1,0,36,9,Matches
152,Antoine Griezmann,"MF,FW",fr France,32,1991,4.4,234,3,24,88,124,16,234,2,2,100.0,0,0.0,154,566,312,7,3,2,7,5,163,23,Matches
153,Florian Grillitsch,MF,at Austria,28,1995,2.2,182,0,24,107,52,2,182,2,0,0.0,0,0.0,137,694,395,5,4,0,1,2,139,3,Matches
154,Álex Grimaldo,DF,es Spain,28,1995,1.3,113,3,17,48,48,2,113,3,1,33.3,2,66.7,72,349,178,4,3,0,2,1,82,13,Matches
155,Pascal Groß,MF,de Germany,32,1991,0.5,73,0,2,43,28,0,73,0,0,,0,,37,184,101,0,3,0,0,0,66,2,Matches
156,Kamil Grosicki,MF,pl Poland,35,1988,0.2,8,0,0,5,3,1,8,0,0,,0,,4,3,0,0,0,0,1,0,5,1,Matches
157,Nemanja Gudelj,MF,rs Serbia,32,1991,1.0,68,1,25,41,2,0,68,1,1,100.0,0,0.0,51,291,168,0,1,0,0,0,56,0,Matches
158,Marc Guéhi,DF,eng England,23,2000,6.3,489,28,191,280,21,6,489,1,0,0.0,1,100.0,302,1384,729,3,5,0,2,0,374,1,Matches
159,Péter Gulácsi,GK,hu Hungary,33,1990,3.0,107,99,105,2,0,0,107,0,0,,0,,72,302,83,0,0,0,0,0,52,0,Matches
160,Arda Güler,"FW,MF",tr Türkiye,18,2005,3.8,239,1,27,120,95,12,239,15,7,46.7,7,46.7,145,906,340,9,9,5,12,2,173,18,Matches
161,İlkay Gündoğan,MF,de Germany,33,1990,4.3,193,2,15,88,91,11,193,5,1,20.0,3,60.0,125,591,277,4,12,1,5,3,163,26,Matches
162,Angus Gunn,GK,sct Scotland,28,1996,3.0,128,100,127,1,0,0,128,0,0,,0,,74,350,140,0,0,0,0,0,52,0,Matches
163,Mert Günok,GK,tr Türkiye,34,1989,4.0,142,121,140,2,0,0,142,0,0,,0,,69,387,250,0,0,0,0,0,54,0,Matches
